Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,How You Like That,BLACKPINK,1,8987868,,https://www.youtube.com/watch?v=ioNng23DkIM
2,,Maria (마리아),Hwa Sa,1,1665745,,https://www.youtube.com/watch?v=tDukIfFzX18
3,,보라빛 밤 (pporappippam),SUNMI,1,1655133,,https://www.youtube.com/watch?v=Is7glC9Jp7Q
4,75,Mazeltov,ZE:A,2,1558679,576.9%,https://www.youtube.com/watch?v=lReJuxI7z-o
5,1,MORE & MORE,TWICE,5,1557490,-22%,https://www.youtube.com/watch?v=mH0_XpSHkZo
6,2,환상동화 (Secret Story of the Swan),IZ*ONE,3,1526067,-17.6%,https://www.youtube.com/watch?v=nnVjsos40qk
7,4,살짝 설렜어 (Nonstop),OH MY GIRL,10,1320521,-6%,https://www.youtube.com/watch?v=iDjQSdN_ig8
8,,Stay Gold,BTS,1,1242452,,https://www.youtube.com/watch?v=9IHwqdz8Xhw
9,3,에잇 (feat. SUGA of BTS),IU,9,1240106,-13.6%,https://www.youtube.com/watch?v=TgOu00Mf3kI
10,5,Downtown Baby,BLOO,3,1092585,-7.8%,https://www.youtube.com/watch?v=P07XG1P0ums
11,7,WANNABE,ITZY,17,1027480,-9.6%,https://www.youtube.com/watch?v=fE2h3lGlOsk
12,14,Dolphin,OH MY GIRL,10,951494,24.2%,https://www.youtube.com/watch?v=oaRTMjLdiDw
13,29,Left & Right,SEVENTEEN,2,926777,73.5%,https://www.youtube.com/watch?v=HdZdxocqzq4
14,8,깡 GANG,Rain,18,921213,-17.9%,https://www.youtube.com/watch?v=xqFvYsy4wE4
15,,Kill This Love,BLACKPINK,53,822406,,https://www.youtube.com/watch?v=2S24-y0Ij3Y
16,9,아로하 (Aloha),CHO JUNG SEOK,14,812152,-12.4%,https://www.youtube.com/watch?v=3DOkxQ3HDXE
17,17,곡예사 (Acrobat),Gwangil Jo,7,806618,10.3%,https://www.youtube.com/watch?v=aKuS6T2SZoI
18,13,DANCE MONKEY,Tones and I,32,787855,2.1%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
19,12,Psycho,Red Velvet,28,781503,-1.5%,https://www.youtube.com/watch?v=uR8Mrt1IpXg
20,18,ON,BTS,19,777673,6.5%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
21,6,Into the I-LAND,IU,2,732756,-36.5%,https://www.youtube.com/watch?v=QYNwbZHmh8g
22,15,블루밍 (Blueming),IU,33,729858,-4.5%,https://www.youtube.com/watch?v=D1PvIWdJ8xo
23,11,사랑하게 될 줄 알았어 (I Knew I Love),전미도,6,700225,-12.9%,https://www.youtube.com/watch?v=rOCymN-Rwiw
24,,Make you happy,NiziU,1,699149,,https://www.youtube.com/watch?v=QW28YKqdxe0
25,,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,48,688124,,https://www.youtube.com/watch?v=IHNzOHi8sJs
26,22,Memories,Maroon 5,39,665754,-2.8%,https://www.youtube.com/watch?v=SlPhMPnQ58k
27,23,Any song,ZICO,25,658272,-2.8%,https://www.youtube.com/watch?v=UuV2BmJ1p_I
28,21,METEOR,CHANGMO,30,657616,-4.6%,https://www.youtube.com/watch?v=abuTb3qMOsY
29,19,돌덩이,Ha Hyun Woo,19,647203,-10.8%,https://www.youtube.com/watch?v=kmUBHak9HD4
30,10,GANG (Remix),"pH-1, Sik-K, Rain, Jay Park & HAON",4,608742,-26.7%,https://www.youtube.com/watch?v=Mn3qh0XrLcc
31,16,Fadeaway,Phillmysoul,5,607926,-18.1%,https://www.youtube.com/watch?v=hmXmHF9x864
32,24,FIESTA,IZ*ONE,20,606134,-6%,https://www.youtube.com/watch?v=eDEFolvLn0A
33,25,시작,Gaho,21,580583,-6.8%,https://www.youtube.com/watch?v=O0StKlRHVeE
34,,Summer Hate (Feat. Rain(비)) (feat. Rain(비)),Zico,1,575820,,https://www.youtube.com/watch?v=oKUEbsJDvuo
35,28,어떻게 지내 (I Need You),OVAN,17,561837,-1.3%,https://www.youtube.com/watch?v=rVXeArOQIs4
36,26,"너에게 난, 나에게 넌",Mido and Falasol,5,534284,-11.6%,https://www.youtube.com/watch?v=tLGHKyZs0Gk
37,20,덤더럼 (Dumhdurum),Apink,12,528659,-25.6%,https://www.youtube.com/watch?v=WqzTRK5GPWQ
38,30,니가 왜 거기서 나와,Young Tak,26,503483,5.3%,https://www.youtube.com/watch?v=Y3s_GYdceVg
39,40,Say So,Doja Cat,18,450627,14.8%,https://www.youtube.com/watch?v=pok8H_KF1FA
40,,이제 나만 믿어요 (Trust in Me) [Live],Lim Young-woong & --,1,447933,,https://www.youtube.com/watch?v=U3Sgf0iYIow
41,32,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,Jang Beom June,37,430289,-4.8%,https://www.youtube.com/watch?v=YBEUXfT7_48
42,34,HIP,MAMAMOO,33,401327,-7.1%,https://www.youtube.com/watch?v=KhTeiaCezwM
43,31,Forever Young,BLACKPINK,27,396219,-15.2%,https://www.youtube.com/watch?v=-gibBYpzZbI
44,33,Juice,Lizzo,8,388756,-12.7%,https://www.youtube.com/watch?v=XaCrQL_8eMY
45,44,웨이백홈 (Way Back Home),SHAUN,30,383950,2.7%,https://www.youtube.com/watch?v=amOSaNX7KJg
46,38,Feel Special,TWICE,41,383176,-6.9%,https://www.youtube.com/watch?v=3ymwOvzhwHs
47,52,KOREA (한국),Gwangil Jo,3,381313,21.3%,https://www.youtube.com/watch?v=i2jBxW9GUh0
48,42,Stay Tonight,CHUNG HA,10,381087,0.2%,https://www.youtube.com/watch?v=YPFIh0dfYfw
49,37,대취타(Daechwita),Agust D,6,377752,-8.3%,https://www.youtube.com/watch?v=qGjAWJ2zWWI
50,45,"그때 그 아인 (Someday, The Boy)",Kim Feel,19,331062,-8.9%,https://www.youtube.com/watch?v=qho6wWlsANw
51,39,Gimme Gimme,Johnny Stimson,4,329232,-20%,https://www.youtube.com/watch?v=jNDY_BxpdYo
52,43,좋은 사람 있으면 소개시켜줘,JOY,15,325986,-13.3%,https://www.youtube.com/watch?v=hoLzH1revMg
53,,비밀정원 (Secret Garden),OH MY GIRL,31,320860,,https://www.youtube.com/watch?v=QIN5_tJRiyY
54,47,I Don’t Need You (어떻게 지내 (답가),LUNCH,4,319835,-6.7%,https://www.youtube.com/watch?v=RdpQBa_Vrjw
55,46,작사가 (Lyricist),Heize,4,315112,-13.2%,https://www.youtube.com/watch?v=P9_nq8q6JDY
56,66,오래된 노래,Standing Egg,4,313423,25.2%,https://www.youtube.com/watch?v=JVIKowQZEdk
57,49,LALALILALA,APRIL,11,301116,-6.7%,https://www.youtube.com/watch?v=cO9DbwTF7rY
58,,Painkiller,Ruel,31,300779,,https://www.youtube.com/watch?v=dTwj7PhpY9M
59,,BUNGEE,OH MY GIRL,27,296549,,https://www.youtube.com/watch?v=QTD_yleCK9Y
60,,1-800-273-8255 (feat. Alessia Cara & Khalid),Logic,6,287802,,https://www.youtube.com/watch?v=Kb24RrHIbFk
61,51,12:45 (Stripped),Etham,15,285611,-9.9%,https://www.youtube.com/watch?v=fSzLmXV9pIo
62,62,Sour Candy (feat. BLACKPINK),Lady Gaga,5,283917,2.7%,https://www.youtube.com/watch?v=Fc2qWBIToKU
63,56,너로피어오라(Flowering),Dareharu,7,281319,-6.5%,https://www.youtube.com/watch?v=DEbeE4WN-e0
64,63,Whenever Wherever (언제라도 어디에서라도),Jung Seung Hwan,2,279199,5.6%,https://www.youtube.com/watch?v=C9RI-OXMyu4
