Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,WANNABE,ITZY,1,2836846,,https://www.youtube.com/watch?v=fE2h3lGlOsk
2,1,ON,BTS,3,2090477,-68.1%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
3,2,FIESTA,IZ*ONE,4,1838369,-28.1%,https://www.youtube.com/watch?v=eDEFolvLn0A
4,3,Any song,ZICO,9,1589383,-6.6%,https://www.youtube.com/watch?v=UuV2BmJ1p_I
5,,영웅 (英雄; Kick It),NCT 127,1,1481118,,https://www.youtube.com/watch?v=2OvyA2__Eas
6,14,돌덩이,Ha Hyun Woo,3,1275819,95.9%,https://www.youtube.com/watch?v=kmUBHak9HD4
7,5,METEOR,CHANGMO,14,1097383,-11.7%,https://www.youtube.com/watch?v=abuTb3qMOsY
8,4,Black Swan,BTS,8,1010512,-38.9%,https://www.youtube.com/watch?v=0lapF4DQPKQ
9,6,Psycho,Red Velvet,12,994643,-14.3%,https://www.youtube.com/watch?v=uR8Mrt1IpXg
10,18,"그때 그 아인 (Someday, The Boy)",Kim Feel,3,979710,58.6%,https://www.youtube.com/watch?v=qho6wWlsANw
11,9,시작,Gaho,5,927828,22.9%,https://www.youtube.com/watch?v=O0StKlRHVeE
12,7,블루밍 (Blueming),IU,17,864435,-1.8%,https://www.youtube.com/watch?v=D1PvIWdJ8xo
13,12,HIP,MAMAMOO,17,773382,12.5%,https://www.youtube.com/watch?v=KhTeiaCezwM
14,10,Give You My Heart (마음을 드려요),IU,4,726069,-1.7%,https://www.youtube.com/watch?v=euI-C1YONaU
15,,1-800-273-8255 (feat. Alessia Cara & Khalid),Logic,3,705290,,https://www.youtube.com/watch?v=Kb24RrHIbFk
16,,Va va vis,Florina,1,689129,,https://www.youtube.com/watch?v=_TIPjyLFUBY
17,17,오늘도 빛나는 너에게 (To You My Light) (feat. Leeraon),Maktub,39,637345,3%,https://www.youtube.com/watch?v=kNYA3H1jSSs
18,,Who (feat. BTS),Lauv,1,620173,,https://www.youtube.com/watch?v=vS0YXAfUo4k
19,19,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey) (feat. Halsey),BTS,48,604909,5%,https://www.youtube.com/watch?v=XsX3ATc3FbA
20,13,DUN DUN,EVERGLOW,6,587878,-14.4%,https://www.youtube.com/watch?v=NoYKBAajoyo
21,28,Feel Special,TWICE,25,565045,23.4%,https://www.youtube.com/watch?v=3ymwOvzhwHs
22,22,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,Jang Beom June,21,529700,0.7%,https://www.youtube.com/watch?v=YBEUXfT7_48
23,15,Into the Unknown,Idina Menzel & Aurora,17,521729,-19.7%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
24,29,Godzilla (feat. Juice WRLD),Eminem,7,520992,17.2%,https://www.youtube.com/watch?v=r_0JjYUe5jo
25,,왔다 (CAME),MUSHVENOM,1,504293,,https://www.youtube.com/watch?v=4JdNy3Gbfls
26,24,Memories,Maroon 5,23,504263,-2.1%,https://www.youtube.com/watch?v=SlPhMPnQ58k
27,11,Где же ты?,Anna Buturlina & Elizaveta Paschenko,16,484638,-33.1%,https://www.youtube.com/watch?v=nrZxwPwmgrw
