Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,WANNABE,ITZY,3,3793387,-18.6%,https://www.youtube.com/watch?v=fE2h3lGlOsk
2,3,돌덩이,Ha Hyun Woo,5,2556081,14.1%,https://www.youtube.com/watch?v=kmUBHak9HD4
3,2,ON,BTS,5,2337913,-19.3%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
4,5,FIESTA,IZ*ONE,6,2032251,28.9%,https://www.youtube.com/watch?v=eDEFolvLn0A
5,6,시작,Gaho,7,1928348,24.3%,https://www.youtube.com/watch?v=O0StKlRHVeE
6,4,Any song,ZICO,11,1884212,17.3%,https://www.youtube.com/watch?v=UuV2BmJ1p_I
7,8,"그때 그 아인 (Someday, The Boy)",Kim Feel,5,1195123,6.3%,https://www.youtube.com/watch?v=qho6wWlsANw
8,11,Psycho,Red Velvet,14,1153460,22.9%,https://www.youtube.com/watch?v=uR8Mrt1IpXg
9,9,METEOR,CHANGMO,16,959386,-5.8%,https://www.youtube.com/watch?v=abuTb3qMOsY
10,15,영웅 (英雄; Kick It),NCT 127,3,936133,35.5%,https://www.youtube.com/watch?v=2OvyA2__Eas
11,14,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,Jang Beom June,23,866068,18.9%,https://www.youtube.com/watch?v=YBEUXfT7_48
12,12,블루밍 (Blueming),IU,19,820610,0.3%,https://www.youtube.com/watch?v=D1PvIWdJ8xo
13,22,DANCE MONKEY,Tones and I,18,780355,52.5%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
14,13,HIP,MAMAMOO,19,677821,-8.2%,https://www.youtube.com/watch?v=KhTeiaCezwM
15,39,Don't Start Now,Dua Lipa,21,673808,83.2%,https://www.youtube.com/watch?v=oygrmJFKYZY
16,19,오늘도 빛나는 너에게 (To You My Light) (feat. Leeraon),Maktub,41,620991,3.5%,https://www.youtube.com/watch?v=kNYA3H1jSSs
17,10,니가 왜 거기서 나와,Young Tak,12,601931,-38.4%,https://www.youtube.com/watch?v=Y3s_GYdceVg
18,16,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey) (feat. Halsey),BTS,50,571946,-13.2%,https://www.youtube.com/watch?v=XsX3ATc3FbA
19,26,Say So,Doja Cat,4,554252,19.3%,https://www.youtube.com/watch?v=pok8H_KF1FA
20,35,bad guy,Billie Eilish,49,534191,33.9%,https://www.youtube.com/watch?v=DyDfgMOUjCI
21,18,Give You My Heart (마음을 드려요),IU,6,524127,-18.4%,https://www.youtube.com/watch?v=euI-C1YONaU
22,27,Kill This Love,BLACKPINK,51,507133,10.6%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
23,25,Memories,Maroon 5,25,497035,1.8%,https://www.youtube.com/watch?v=SlPhMPnQ58k
24,24,Half (반만),Jin Minho,5,496568,-0.9%,https://www.youtube.com/watch?v=HrUz_D0lfI4
25,7,Sweet Night,V,2,474677,-67%,https://www.youtube.com/watch?v=N5ShoQimivM
26,29,Feel Special,TWICE,27,471290,4%,https://www.youtube.com/watch?v=3ymwOvzhwHs
27,20,DUN DUN,EVERGLOW,8,468549,-19.8%,https://www.youtube.com/watch?v=NoYKBAajoyo
28,,코로나 퇴치송,"Jeong Dong Won, Young Tak, Lee Chanwon, Lim Young-woong & Jang MinHo",1,448120,,https://www.youtube.com/watch?v=mGEyBFsxtE4
29,23,마음이 말하는 행복 (Happy Ending) (feat. Raon Lee),MAKTUB,11,409270,-19.3%,https://www.youtube.com/watch?v=6whdylCWcr8
30,21,Black Swan,BTS,10,406952,-24.4%,https://www.youtube.com/watch?v=0lapF4DQPKQ
31,37,Painkiller,Ruel,21,403992,6.2%,https://www.youtube.com/watch?v=dTwj7PhpY9M
32,32,"야망 (AMBITION) (feat. ASH ISLAND, Keem Hyo-eun, Hash Swan & CHANGMO)",Leellamarz,36,402110,-2.1%,https://www.youtube.com/watch?v=K7o4nYV0ns4
33,34,ICY,ITZY,35,395709,-1.4%,https://www.youtube.com/watch?v=zndvqTc4P9I
34,17,Selfmade Orange 2 (feat. CHANGMO & Paul Blanco),SUPERBEE,2,391618,-39.3%,https://www.youtube.com/watch?v=ZEMC0BwX3ag
35,,Physical (feat. Hwa Sa),Dua Lipa,3,383813,,https://www.youtube.com/watch?v=L6nrMAFCzhg
36,28,Into the Unknown,Idina Menzel & Aurora,19,383209,-16.1%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
37,43,To Die For,Sam Smith,4,382729,10.6%,https://www.youtube.com/watch?v=POIK1H3L86k
38,42,FANCY,TWICE,49,365545,4.1%,https://www.youtube.com/watch?v=kOHB85vDuow
39,,좋은 사람 있으면 소개시켜줘,JOY,1,363898,,https://www.youtube.com/watch?v=hoLzH1revMg
40,33,빌었어,CHANGMO,15,360468,-11.1%,https://www.youtube.com/watch?v=M2qpnwmpipI
41,31,Godzilla (feat. Juice WRLD),Eminem,9,357491,-20.1%,https://www.youtube.com/watch?v=r_0JjYUe5jo
42,40,어떻게 지내 (I Need You),OVAN,3,347969,-2.5%,https://www.youtube.com/watch?v=rVXeArOQIs4
43,47,BIRTHDAY,Anne-Marie,7,325169,8.4%,https://www.youtube.com/watch?v=egVAW6l_QU8
44,70,Blinding Lights,The Weeknd,3,312512,39.4%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
45,44,ROXANNE,Arizona Zervas,18,310090,-9.9%,https://www.youtube.com/watch?v=16YnOUnbE6s
46,38,친구 (Friends),BTS,5,306387,-16.9%,https://www.youtube.com/watch?v=h7mZX8INIYI
47,,Señorita,Shawn Mendes & Camila Cabello,35,302434,,https://www.youtube.com/watch?v=Pkh8UtuejGw
48,46,LION,(G)I-DLE,22,300570,-1.7%,https://www.youtube.com/watch?v=6oanIo_2Z4Q
49,68,폰서트 (Phonecert),10CM,29,289896,28.9%,https://www.youtube.com/watch?v=mOo8bVzN9M8
50,45,우리집 (My House),2PM,10,287775,-14.3%,https://www.youtube.com/watch?v=u2pFB1dCSo4
51,56,BAD,Christopher,9,281165,8.5%,https://www.youtube.com/watch?v=Ty8UzZlO1EE
52,51,BAND,"CHANGMO, Hash Swan, ASH ISLAND & Keem Hyo-eun",14,280746,-3%,https://www.youtube.com/watch?v=bsgBUM2Mnsw
53,50,버릇처럼 셋을 센다,KCM,5,276149,-4.8%,https://www.youtube.com/watch?v=LZaoZufhCZc
54,48,"한강 gang megamix (Feat. 장석훈, CHANGMO, Coogie, SUPERBEE, Beenzino, ZENE THE ZILLA)",The Quiett,16,272053,-8.8%,https://www.youtube.com/watch?v=MSYq3MzTLGA
55,36,Va va vis,Florina,3,258036,-32.6%,https://www.youtube.com/watch?v=_TIPjyLFUBY
56,,Say,Yoon Mi-rae,1,256845,,https://www.youtube.com/watch?v=Rmk9MVPuCws
57,60,Square (2017),Yerin Baek,16,250385,3.5%,https://www.youtube.com/watch?v=4iFP_wd6QU8
58,57,"다시 난, 여기 (Here I Am Again)",Yerin Baek,11,245798,-2.8%,https://www.youtube.com/watch?v=FFmdTU4Cpr8
59,30,보라빛 엽서 (Live),Lim Young-woong,2,237134,-47%,https://www.youtube.com/watch?v=XTYwPfh-mog
60,49,00:00 (Zero O’Clock),BTS,5,233510,-20.9%,https://www.youtube.com/watch?v=K7BMF0ozFS0
61,,Lip & Hip,HyunA,31,232478,,https://www.youtube.com/watch?v=vcqImqOVE2U
62,,BLOOM (처음처럼),M.C The Max,1,227375,,https://www.youtube.com/watch?v=3XUe2PsadEk
63,,기억을 걷는 시간,NELL,7,225221,,https://www.youtube.com/watch?v=8vL_nWjFTPk
64,59,Late Night(늦은 밤 너의 집 앞 골목길에서),Noel,20,224668,-9.2%,https://www.youtube.com/watch?v=kFhf7pjRRjA
65,100,Ending Credit,Uhm Jung Hwa,3,220288,35.8%,https://www.youtube.com/watch?v=v-5jAM0Zt4w
66,61,So What,Loona,8,218866,-8.6%,https://www.youtube.com/watch?v=GEo5bmUKFvI
67,71,Maniac,Conan Gray,8,216721,-1.7%,https://www.youtube.com/watch?v=-E-_IRJU5w0
68,,Forever Young,BLACKPINK,22,215905,,https://www.youtube.com/watch?v=-gibBYpzZbI
69,,Supalonely (feat. Gus Dapperton),BENEE,1,215142,,https://www.youtube.com/watch?v=Rb6Scz-5YOs
70,52,눈물비 (정동원 Ver.),Jeong Dong Won,9,214512,-24.3%,https://www.youtube.com/watch?v=PaeqoYcfDiA
71,,벚꽃 엔딩,Busker Busker,23,211193,,https://www.youtube.com/watch?v=tXV7dfvSefo
72,96,I will give you all (내가 많이 사랑해요),Lee Seung-chul,5,209041,26.1%,https://www.youtube.com/watch?v=vmh3tZ9rW_0
73,62,"I'MMA DO 아마두 (feat. Woo, Keem Hyo-eun, Nucksal & Huckleberry P)","YUMDDA, Deepflow, Paloalto, The Quiett & Simon Dominic",16,208504,-12.5%,https://www.youtube.com/watch?v=1Bv8MmIb9Mo
74,54,JOKE! (feat. C Jamm & Simon Dominic),CODE KUNST,2,202882,-24.7%,https://www.youtube.com/watch?v=6rDo1MKPal8
75,65,1-800-273-8255 (feat. Alessia Cara & Khalid),Logic,5,201214,-12.4%,https://www.youtube.com/watch?v=Kb24RrHIbFk
76,,Basket Case,Green Day,1,200661,,https://www.youtube.com/watch?v=NUTGr5t3MoY
77,,"Bom(나만, 봄)",BOL4,21,198459,,https://www.youtube.com/watch?v=AsXxuIdpkWM
78,,12:45 (Stripped),Etham,1,197927,,https://www.youtube.com/watch?v=fSzLmXV9pIo
79,80,뿌요뿌요,"김용일, 박상후, 승희 (오마이걸), 미미 (오마이걸)",9,196049,5.2%,https://www.youtube.com/watch?v=jZYmxQEP7SU
80,73,Scream,Dreamcatcher,6,193552,-5.2%,https://www.youtube.com/watch?v=FKlGHHhTOsQ
81,41,Где же ты?,Anna Buturlina & Elizaveta Paschenko,18,189838,-46.8%,https://www.youtube.com/watch?v=nrZxwPwmgrw
82,97,BOSS,NCT U,13,185343,13.2%,https://www.youtube.com/watch?v=0AUFyFEt35g
83,77,Yummy,Justin Bieber,12,184936,-4.8%,https://www.youtube.com/watch?v=8EJ3zbKTWQ8
84,75,사랑의 인사,SeeYa,3,183923,-6.7%,https://www.youtube.com/watch?v=wRdNZKsh_a0
85,,BOUNCY,Rocket Punch,3,175900,,https://www.youtube.com/watch?v=3_tcFXHzTBE
86,,DAZZLE DAZZLE,Weki Meki,3,175270,,https://www.youtube.com/watch?v=RTeOt6n90vM
87,79,Falling (by JK of BTS),BTS,8,172384,-9.6%,https://www.youtube.com/watch?v=22VOzqS_9ms
88,,Hopefully sky(하늘바라기) (feat. Hareem),Jeong Eun-ji,5,172340,,https://www.youtube.com/watch?v=nzDO6tAB6ng
89,82,그대 없는 밤에 (feat. Jeon Sang Keun),에이치코드,16,171015,-5.1%,https://www.youtube.com/watch?v=i2pDQ2YO4i4
90,,Cheap Thrills,Sia,10,169160,,https://www.youtube.com/watch?v=31crA53Dgu0
91,78,한잔해,박군,14,168340,-13%,https://www.youtube.com/watch?v=3N5g9BgM1To
92,,Suddenly,Noel,1,167001,,https://www.youtube.com/watch?v=zn0EfyVcvvM
93,89,Crossroads,GFRIEND  ,8,166430,-3.6%,https://www.youtube.com/watch?v=kx5TWKPE5sU
94,,The Man,Taylor Swift,2,166390,,https://www.youtube.com/watch?v=AqAJLh9wuZ0
95,90,紅蓮華,LiSA,19,162053,-5.4%,https://www.youtube.com/watch?v=CwkzK-F0Y00
